Country,Age,Gender,Customer_Segment,Date,Year,Month,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Payment_Method,Month_Name,Avg_Order_Value,Total_Amount_M,Age_Group
Canada,43.0,Male,Premium,2023-09-20,2023,9,7.0,2230.539149,Electronics,Sony,Smartphone,Debit Card,Sep,318.6484498571429,0.002230539149,36-50
UK,48.0,Female,New,2024-01-23,2024,1,9.0,2728.583961,Electronics,Samsung,Television,Cash,Jan,303.17599566666667,0.0027285839609999998,36-50
USA,58.0,Male,New,2024-02-23,2024,2,3.0,1069.576745,Home Decor,IKEA,Decorations,PayPal,Feb,356.5255816666667,0.001069576745,50+
USA,23.0,Male,Premium,2023-03-23,2023,3,7.0,1946.092073,Electronics,Apple,Smartphone,Credit Card,Mar,278.0131532857143,0.001946092073,18-25
Canada,19.0,Female,Regular,2024-01-30,2024,1,2.0,270.2212998,Books,HarperCollins,Non-Fiction,PayPal,Jan,135.1106499,0.0002702212998,18-25
USA,34.0,Male,Regular,2023-05-13,2023,5,8.0,930.7046568,Grocery,Pepsi,Water,Credit Card,May,116.3380821,0.0009307046568,26-35
Australia,64.0,Male,Premium,2023-06-21,2023,6,10.0,1681.020264,Home Decor,Bed Bath & Beyond,Bathroom,Credit Card,Jun,168.1020264,0.001681020264,50+
USA,46.0,Female,New,2024-01-14,2024,1,10.0,3285.833168,Home Decor,IKEA,Decorations,Cash,Jan,328.58331680000003,0.003285833168,36-50
USA,34.0,Male,Premium,2023-09-30,2023,9,10.0,1044.240948,Grocery,Pepsi,Water,PayPal,Sep,104.42409479999999,0.001044240948,26-35
Germany,22.0,Female,Regular,2023-11-15,2023,11,1.0,306.1326592,Electronics,Samsung,Television,Credit Card,Nov,306.1326592,0.00030613265919999995,18-25
Germany,20.0,Male,New,2023-06-13,2023,6,8.0,1024.4955,Home Decor,IKEA,Lighting,Debit Card,Jun,128.0619375,0.0010244955,18-25
UK,61.0,Female,New,2024-01-30,2024,1,2.0,45.13302796,Home Decor,Bed Bath & Beyond,Kitchen,Credit Card,Jan,22.56651398,4.513302796e-05,50+
USA,28.0,Male,Regular,2023-09-20,2023,9,3.0,389.8495511,Clothing,Adidas,Shoes,Debit Card,Sep,129.94985036666665,0.0003898495511,26-35
Canada,22.0,Male,New,2023-11-21,2023,11,6.0,2770.5472,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Nov,461.75786666666664,0.0027705472,18-25
Australia,40.0,Female,New,2023-10-24,2023,10,6.0,2489.041332,Electronics,Apple,Laptop,Debit Card,Oct,414.840222,0.002489041332,36-50
Germany,22.0,Male,Regular,2023-03-29,2023,3,10.0,3774.77479,Grocery,Pepsi,Water,PayPal,Mar,377.477479,0.00377477479,18-25
Canada,37.0,Male,Premium,2023-03-15,2023,3,2.0,124.6143422,Grocery,Coca-Cola,Soft Drink,Cash,Mar,62.3071711,0.0001246143422,36-50
Germany,22.0,Male,New,2023-10-24,2023,10,9.0,2268.753364,Electronics,Samsung,Smartphone,Credit Card,Oct,252.08370711111112,0.002268753364,18-25
Canada,26.0,Female,New,2024-01-27,2024,1,5.0,471.4641096,Grocery,Nestle,Coffee,Credit Card,Jan,94.29282192,0.00047146410959999997,26-35
USA,50.0,Male,Regular,2023-07-31,2023,7,9.0,692.010627,Clothing,Nike,Shorts,PayPal,Jul,76.89006966666666,0.000692010627,36-50
USA,65.0,Female,Regular,2023-04-19,2023,4,8.0,2641.039833,Books,Random House,Literature,Credit Card,Apr,330.129979125,0.0026410398329999997,50+
Canada,22.0,Female,Regular,2023-10-21,2023,10,9.0,4136.831635,Grocery,Coca-Cola,Water,Credit Card,Oct,459.6479594444444,0.004136831634999999,18-25
UK,20.0,Male,Regular,2023-11-23,2023,11,4.0,1990.836327,Clothing,Nike,Shorts,Debit Card,Nov,497.70908175,0.001990836327,18-25
Canada,39.0,Female,Premium,2023-08-16,2023,8,1.0,277.9159048,Home Decor,IKEA,Lighting,PayPal,Aug,277.9159048,0.0002779159048,36-50
Canada,35.0,Female,New,2023-05-30,2023,5,7.0,1347.442951,Grocery,Pepsi,Water,Credit Card,May,192.49185014285715,0.001347442951,26-35
Australia,34.0,Female,Regular,2024-02-29,2024,2,10.0,3706.140657,Grocery,Pepsi,Water,Cash,Feb,370.61406569999997,0.003706140657,26-35
Australia,58.0,Male,New,2023-11-23,2023,11,9.0,862.2740295,Grocery,Pepsi,Water,Debit Card,Nov,95.80822549999999,0.0008622740295,50+
USA,53.0,Female,Regular,2023-12-27,2023,12,7.0,382.7660787,Clothing,Adidas,T-shirt,Cash,Dec,54.680868385714284,0.00038276607869999995,50+
UK,39.0,Male,Regular,2024-01-18,2024,1,8.0,1858.604752,Electronics,Apple,Smartphone,Cash,Jan,232.325594,0.001858604752,36-50
UK,50.0,Female,Premium,2024-02-27,2024,2,7.0,2585.240891,Clothing,Nike,T-shirt,Credit Card,Feb,369.32012728571425,0.002585240891,36-50
USA,46.0,Male,New,2023-06-18,2023,6,2.0,992.6541961,Home Decor,IKEA,Lighting,PayPal,Jun,496.32709805,0.0009926541961,36-50
Canada,22.0,Female,Regular,2023-08-20,2023,8,7.0,1063.687155,Electronics,Sony,Television,PayPal,Aug,151.95530785714286,0.001063687155,18-25
Germany,21.0,Male,Premium,2024-02-19,2024,2,8.0,3261.155936,Books,HarperCollins,Thriller,Credit Card,Feb,407.644492,0.003261155936,18-25
USA,34.0,Male,Premium,2023-12-29,2023,12,3.0,669.7426244,Grocery,Pepsi,Water,Debit Card,Dec,223.24754146666666,0.0006697426244,26-35
USA,23.0,Male,Regular,2023-06-27,2023,6,7.0,1249.49013,Home Decor,Home Depot,Furniture,Credit Card,Jun,178.49858999999998,0.00124949013,18-25
USA,26.0,Male,Regular,2023-04-18,2023,4,7.0,1342.599852,Grocery,Pepsi,Juice,Debit Card,Apr,191.79997885714286,0.0013425998520000002,26-35
Canada,29.0,Male,New,2023-10-15,2023,10,3.0,917.603089,Books,Penguin Books,Children's,Credit Card,Oct,305.8676963333333,0.000917603089,26-35
Canada,20.0,Male,Premium,2023-05-31,2023,5,8.0,683.7158572,Home Decor,Home Depot,Furniture,Cash,May,85.46448215,0.0006837158572,18-25
Germany,22.0,Male,Regular,2024-01-19,2024,1,6.0,1500.009156,Home Decor,Home Depot,Tools,Cash,Jan,250.001526,0.001500009156,18-25
USA,60.0,Male,New,2023-05-30,2023,5,8.0,3888.235065,Electronics,Sony,Smartphone,Credit Card,May,486.029383125,0.003888235065,50+
UK,66.0,Male,New,2023-06-22,2023,6,4.0,1135.348634,Electronics,Apple,Smartphone,Debit Card,Jun,283.8371585,0.0011353486339999999,50+
Canada,68.0,Female,New,2024-02-24,2024,2,10.0,1300.768109,Home Decor,Home Depot,Decorations,Debit Card,Feb,130.0768109,0.001300768109,50+
UK,20.0,Male,New,2023-07-15,2023,7,3.0,379.5338495,Electronics,Sony,Smartphone,Debit Card,Jul,126.51128316666666,0.00037953384949999995,18-25
Germany,26.0,Male,New,2023-12-20,2023,12,1.0,317.6564937,Electronics,Whirepool,Fridge,Debit Card,Dec,317.6564937,0.00031765649369999997,26-35
USA,34.0,Male,Regular,2023-09-22,2023,9,10.0,645.0744188,Grocery,Pepsi,Water,Credit Card,Sep,64.50744188,0.0006450744188,26-35
Canada,46.0,Male,New,2023-10-20,2023,10,9.0,722.3456374,Clothing,Zara,Jeans,PayPal,Oct,80.26062637777778,0.0007223456374,36-50
UK,26.0,Female,Premium,2023-12-17,2023,12,10.0,3755.955807,Home Decor,IKEA,Furniture,Debit Card,Dec,375.59558069999997,0.003755955807,26-35
USA,34.0,Female,Premium,2023-12-28,2023,12,10.0,3967.5793,Grocery,Pepsi,Water,Cash,Dec,396.75793,0.0039675793,26-35
UK,20.0,Male,Regular,2024-02-21,2024,2,1.0,427.3513635,Clothing,Zara,Jeans,Debit Card,Feb,427.3513635,0.0004273513635,18-25
USA,23.0,Male,New,2023-10-13,2023,10,6.0,2067.377276,Books,Random House,Non-Fiction,Debit Card,Oct,344.56287933333334,0.002067377276,18-25
UK,20.0,Female,New,2023-08-26,2023,8,8.0,1223.497663,Grocery,Pepsi,Water,Credit Card,Aug,152.937207875,0.0012234976630000002,18-25
UK,45.0,Male,Regular,2023-03-28,2023,3,6.0,1289.883396,Books,HarperCollins,Non-Fiction,Cash,Mar,214.98056599999998,0.0012898833959999999,36-50
USA,69.0,Male,Regular,2024-02-23,2024,2,5.0,1186.719574,Home Decor,Home Depot,Tools,Debit Card,Feb,237.3439148,0.001186719574,50+
USA,34.0,Male,New,2023-05-27,2023,5,10.0,3206.81165,Books,Random House,Literature,PayPal,May,320.681165,0.00320681165,26-35
Germany,62.0,Male,Regular,2023-09-14,2023,9,3.0,1319.047846,Electronics,Sony,Smartphone,Cash,Sep,439.68261533333333,0.001319047846,50+
UK,57.0,Female,New,2024-01-31,2024,1,8.0,554.0324008,Clothing,Nike,Shoes,Credit Card,Jan,69.2540501,0.0005540324008,50+
USA,34.0,Male,Regular,2023-07-26,2023,7,8.0,118.4661977,Grocery,Pepsi,Water,PayPal,Jul,14.8082747125,0.0001184661977,26-35
UK,24.0,Male,Regular,2023-04-29,2023,4,9.0,1083.053749,Electronics,Sony,Headphones,PayPal,Apr,120.33930544444443,0.0010830537489999999,18-25
USA,26.0,Male,Regular,2023-10-25,2023,10,7.0,2354.687708,Grocery,Coca-Cola,Juice,Cash,Oct,336.3839582857143,0.002354687708,26-35
Australia,57.0,Female,Regular,2023-08-21,2023,8,1.0,189.7518115,Grocery,Coca-Cola,Water,Credit Card,Aug,189.7518115,0.0001897518115,50+
Germany,22.0,Male,Regular,2024-02-28,2024,2,10.0,4708.748511,Electronics,Samsung,Tablet,Cash,Feb,470.8748511,0.004708748511,18-25
Australia,68.0,Female,New,2023-09-18,2023,9,1.0,76.90269447,Books,Penguin Books,Non-Fiction,Debit Card,Sep,76.90269447,7.690269447e-05,50+
Australia,60.0,Female,Premium,2023-03-22,2023,3,2.0,584.9502017,Electronics,Sony,Television,Debit Card,Mar,292.47510085,0.0005849502017,50+
Canada,70.0,Female,New,2023-12-27,2023,12,4.0,300.012763,Electronics,Samsung,Tablet,Debit Card,Dec,75.00319075,0.000300012763,50+
UK,46.0,Male,Regular,2023-03-18,2023,3,1.0,230.1111141,Grocery,Nestle,Chocolate,PayPal,Mar,230.1111141,0.0002301111141,36-50
USA,54.0,Male,Premium,2024-01-13,2024,1,6.0,973.5685342,Home Decor,Home Depot,Decorations,Debit Card,Jan,162.26142236666666,0.0009735685342000001,50+
USA,46.0,Male,New,2023-11-14,2023,11,6.0,2748.459834,Clothing,Nike,Shoes,Debit Card,Nov,458.07663899999994,0.0027484598339999997,36-50
Australia,46.0,Female,Premium,2023-03-16,2023,3,4.0,316.2074713,Home Decor,Bed Bath & Beyond,Bedding,Debit Card,Mar,79.051867825,0.0003162074713,36-50
Canada,20.0,Female,New,2023-09-30,2023,9,1.0,52.12127816,Electronics,Samsung,Smartphone,PayPal,Sep,52.12127816,5.212127816e-05,18-25
Germany,23.0,Male,New,2023-10-25,2023,10,10.0,164.3774286,Books,Penguin Books,Fiction,PayPal,Oct,16.43774286,0.0001643774286,18-25
Australia,33.0,Female,Premium,2023-10-29,2023,10,8.0,3300.391793,Electronics,Sony,Smartphone,Debit Card,Oct,412.548974125,0.0033003917929999996,26-35
USA,34.0,Male,Regular,2023-09-14,2023,9,5.0,579.5203945,Clothing,Zara,Jeans,Cash,Sep,115.90407889999999,0.0005795203945,26-35
Australia,21.0,Male,Regular,2023-07-15,2023,7,4.0,673.8624043,Home Decor,Bed Bath & Beyond,Bathroom,Credit Card,Jul,168.465601075,0.0006738624043,18-25
UK,41.0,Male,New,2023-12-31,2023,12,2.0,868.1722282,Home Decor,IKEA,Decorations,PayPal,Dec,434.0861141,0.0008681722282,36-50
Australia,46.0,Male,New,2023-05-19,2023,5,8.0,1047.268365,Books,HarperCollins,Fiction,Debit Card,May,130.908545625,0.001047268365,36-50
USA,46.0,Male,Premium,2023-11-23,2023,11,9.0,1991.463991,Electronics,Apple,Tablet,Cash,Nov,221.27377677777778,0.001991463991,36-50
Canada,45.0,Female,Premium,2023-09-19,2023,9,8.0,3876.643593,Grocery,Nestle,Snacks,Cash,Sep,484.580449125,0.0038766435929999997,36-50
USA,22.0,Female,Regular,2023-11-23,2023,11,5.0,2042.298019,Clothing,Zara,Jeans,PayPal,Nov,408.4596038,0.002042298019,18-25
USA,23.0,Female,New,2023-03-23,2023,3,4.0,1938.94613,Clothing,Nike,T-shirt,Credit Card,Mar,484.7365325,0.0019389461300000001,18-25
USA,50.0,Male,Premium,2023-08-28,2023,8,5.0,1336.04089,Electronics,Apple,Tablet,Credit Card,Aug,267.208178,0.00133604089,36-50
UK,20.0,Male,Regular,2024-02-26,2024,2,2.0,48.43848415,Books,Penguin Books,Non-Fiction,Cash,Feb,24.219242075,4.843848415e-05,18-25
UK,26.0,Male,New,2023-04-16,2023,4,6.0,2570.281276,Clothing,Nike,T-shirt,PayPal,Apr,428.3802126666667,0.002570281276,26-35
Germany,58.0,Male,Regular,2023-09-29,2023,9,9.0,2067.07995,Clothing,Nike,Shoes,PayPal,Sep,229.67555,0.00206707995,50+
Germany,24.0,Male,New,2023-07-21,2023,7,1.0,108.1644235,Books,Random House,Literature,Debit Card,Jul,108.1644235,0.00010816442349999999,18-25
UK,46.0,Female,Premium,2023-05-19,2023,5,10.0,241.4491766,Books,Random House,Literature,Debit Card,May,24.144917659999997,0.00024144917659999998,36-50
UK,32.0,Female,New,2023-07-31,2023,7,7.0,640.3085277,Grocery,Pepsi,Juice,Credit Card,Jul,91.47264681428571,0.0006403085277,26-35
UK,19.0,Male,Regular,2023-05-28,2023,5,8.0,467.0843762,Home Decor,Bed Bath & Beyond,Bathroom,Cash,May,58.385547025,0.0004670843762,18-25
Canada,64.0,Female,New,2024-02-26,2024,2,10.0,4129.218878,Books,Random House,Literature,Debit Card,Feb,412.9218878,0.0041292188779999996,50+
UK,46.0,Male,Premium,2023-11-22,2023,11,6.0,1892.082878,Clothing,Zara,Shirt,Credit Card,Nov,315.34714633333334,0.001892082878,36-50
UK,54.0,Male,Premium,2023-12-22,2023,12,8.0,1155.935966,Home Decor,Bed Bath & Beyond,Bathroom,Credit Card,Dec,144.49199575,0.001155935966,50+
Australia,60.0,Female,Regular,2023-07-20,2023,7,9.0,1712.3828,Home Decor,Bed Bath & Beyond,Bedding,Cash,Jul,190.26475555555555,0.0017123828000000002,50+
UK,21.0,Female,Regular,2023-09-26,2023,9,1.0,280.4790738,Electronics,Samsung,Smartphone,PayPal,Sep,280.4790738,0.0002804790738,18-25
Canada,62.0,Male,New,2024-01-30,2024,1,5.0,1005.226694,Clothing,Adidas,Shoes,PayPal,Jan,201.0453388,0.001005226694,50+
USA,20.0,Male,New,2023-06-17,2023,6,6.0,986.3863788,Electronics,Apple,Tablet,Cash,Jun,164.3977298,0.0009863863788,18-25
USA,34.0,Male,New,2023-06-27,2023,6,5.0,1328.902936,Grocery,Pepsi,Water,Cash,Jun,265.7805872,0.001328902936,26-35
UK,19.0,Female,Regular,2023-03-22,2023,3,5.0,3859.801335,Books,Penguin Books,Fiction,PayPal,Mar,771.960267,0.003859801335,18-25
Germany,23.0,Male,New,2023-08-15,2023,8,2.0,413.8666165,Books,HarperCollins,Thriller,Credit Card,Aug,206.93330825,0.0004138666165,18-25
UK,27.0,Female,New,2023-04-23,2023,4,8.0,2118.935972,Clothing,Nike,Shorts,Debit Card,Apr,264.8669965,0.002118935972,26-35
Canada,49.0,Male,Premium,2023-11-26,2023,11,10.0,3870.313036,Grocery,Coca-Cola,Soft Drink,Credit Card,Nov,387.0313036,0.003870313036,36-50
USA,19.0,Female,New,2023-09-28,2023,9,3.0,1158.802478,Grocery,Pepsi,Water,Credit Card,Sep,386.26749266666667,0.001158802478,18-25
Canada,31.0,Female,Regular,2023-07-17,2023,7,1.0,20.10562358,Clothing,Adidas,Jacket,Debit Card,Jul,20.10562358,2.010562358e-05,26-35
UK,26.0,Male,Regular,2023-09-15,2023,9,7.0,2531.721269,Electronics,Whirepool,Fridge,Credit Card,Sep,361.674467,0.002531721269,26-35
UK,19.0,Female,New,2024-01-26,2024,1,6.0,399.5325262,Electronics,Samsung,Tablet,Credit Card,Jan,66.58875436666666,0.0003995325262,18-25
UK,46.0,Female,New,2023-07-27,2023,7,10.0,3095.381997,Clothing,Zara,Shirt,PayPal,Jul,309.5381997,0.003095381997,36-50
Germany,20.0,Male,Regular,2023-05-25,2023,5,10.0,1008.544793,Electronics,Samsung,Smartphone,PayPal,May,100.85447930000001,0.001008544793,18-25
Germany,55.0,Male,Premium,2023-08-29,2023,8,10.0,1528.295551,Grocery,Nestle,Snacks,Debit Card,Aug,152.8295551,0.001528295551,50+
Germany,46.0,Male,Premium,2023-10-17,2023,10,2.0,730.0764437,Books,Random House,Non-Fiction,Debit Card,Oct,365.03822185,0.0007300764437,36-50
Canada,43.0,Female,Premium,2023-03-20,2023,3,3.0,998.0089259,Electronics,Apple,Smartphone,Debit Card,Mar,332.6696419666667,0.0009980089259,36-50
Germany,20.0,Female,New,2024-01-31,2024,1,8.0,2568.104516,Electronics,Sony,Television,Credit Card,Jan,321.0130645,0.002568104516,18-25
Australia,23.0,Male,Regular,2023-09-20,2023,9,7.0,639.9433268,Books,Random House,Fiction,Cash,Sep,91.42047525714285,0.0006399433268000001,18-25
UK,19.0,Male,Regular,2024-01-19,2024,1,3.0,480.67094,Grocery,Coca-Cola,Juice,PayPal,Jan,160.22364666666667,0.00048067094,18-25
UK,21.0,Female,New,2023-06-13,2023,6,5.0,926.890126,Books,HarperCollins,Fiction,Cash,Jun,185.3780252,0.000926890126,18-25
Germany,54.0,Male,Regular,2023-11-24,2023,11,3.0,734.0548091,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Nov,244.68493636666668,0.0007340548091,50+
Australia,68.0,Male,Regular,2024-01-28,2024,1,6.0,2551.149487,Home Decor,Bed Bath & Beyond,Kitchen,Credit Card,Jan,425.1915811666667,0.002551149487,50+
Canada,20.0,Male,New,2023-03-29,2023,3,10.0,3961.511903,Books,Penguin Books,Children's,Cash,Mar,396.1511903,0.003961511903,18-25
USA,69.0,Male,Regular,2024-02-29,2024,2,10.0,4184.554561,Clothing,Adidas,Shoes,Credit Card,Feb,418.4554561,0.004184554561,50+
Germany,42.0,Male,New,2023-09-21,2023,9,8.0,1358.705525,Electronics,BlueStar,BlueStar AC,Credit Card,Sep,169.838190625,0.001358705525,36-50
UK,21.0,Male,New,2023-12-22,2023,12,1.0,129.7839277,Grocery,Coca-Cola,Water,PayPal,Dec,129.7839277,0.0001297839277,18-25
Germany,46.0,Female,Regular,2024-02-16,2024,2,9.0,986.1995605,Clothing,Zara,Jeans,Debit Card,Feb,109.57772894444444,0.0009861995605,36-50
USA,46.0,Female,Regular,2023-06-19,2023,6,2.0,246.3581601,Electronics,Samsung,Television,Cash,Jun,123.17908005,0.0002463581601,36-50
Germany,22.0,Male,Regular,2023-04-15,2023,4,6.0,2513.087446,Home Decor,Home Depot,Furniture,Cash,Apr,418.8479076666667,0.002513087446,18-25
Australia,43.0,Male,Premium,2023-06-24,2023,6,6.0,1273.341834,Clothing,Zara,Jeans,Debit Card,Jun,212.22363900000002,0.001273341834,36-50
USA,23.0,Male,New,2023-12-23,2023,12,2.0,772.5741227,Electronics,Samsung,Television,PayPal,Dec,386.28706135,0.0007725741227,18-25
Canada,41.0,Male,Premium,2023-10-20,2023,10,4.0,1290.548609,Books,Random House,Literature,Cash,Oct,322.63715225,0.001290548609,36-50
Germany,68.0,Male,Premium,2023-10-23,2023,10,5.0,1814.101164,Electronics,Apple,Tablet,Cash,Oct,362.8202328,0.001814101164,50+
UK,62.0,Male,New,2023-12-17,2023,12,1.0,82.57586943,Home Decor,Bed Bath & Beyond,Kitchen,Credit Card,Dec,82.57586943,8.257586943e-05,50+
Canada,20.0,Female,Regular,2023-09-25,2023,9,10.0,3547.89605,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,Sep,354.789605,0.00354789605,18-25
Australia,48.0,Female,New,2024-01-19,2024,1,1.0,149.5699526,Clothing,Nike,Shoes,Cash,Jan,149.5699526,0.0001495699526,36-50
Canada,64.0,Male,Regular,2023-03-13,2023,3,10.0,1879.903866,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Mar,187.99038660000002,0.001879903866,50+
Canada,26.0,Male,New,2023-07-23,2023,7,5.0,619.26198,Home Decor,Bed Bath & Beyond,Bathroom,Debit Card,Jul,123.852396,0.00061926198,26-35
Australia,21.0,Female,New,2023-06-30,2023,6,4.0,999.9094609,Books,Penguin Books,Non-Fiction,Cash,Jun,249.977365225,0.0009999094609,18-25
USA,46.0,Female,Regular,2023-09-26,2023,9,2.0,806.315799,Home Decor,Bed Bath & Beyond,Kitchen,Cash,Sep,403.1578995,0.000806315799,36-50
Australia,70.0,Male,New,2023-05-30,2023,5,3.0,1121.756625,Clothing,Zara,Shirt,Credit Card,May,373.918875,0.001121756625,50+
USA,46.0,Female,Premium,2023-03-29,2023,3,9.0,2700.805947,Grocery,Nestle,Coffee,Debit Card,Mar,300.08954966666664,0.002700805947,36-50
UK,35.0,Female,Premium,2023-10-25,2023,10,1.0,145.298105,Electronics,Sony,Headphones,Debit Card,Oct,145.298105,0.000145298105,26-35
UK,58.0,Female,Premium,2023-03-29,2023,3,6.0,98.88256605,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Mar,16.480427674999998,9.888256605e-05,50+
Australia,70.0,Female,Premium,2024-01-19,2024,1,7.0,1900.234084,Electronics,Samsung,Television,PayPal,Jan,271.462012,0.0019002340839999999,50+
UK,36.0,Female,New,2023-05-16,2023,5,4.0,431.918172,Clothing,Zara,Jeans,Debit Card,May,107.979543,0.000431918172,36-50
USA,26.0,Male,Regular,2023-06-20,2023,6,10.0,2600.29584,Grocery,Coca-Cola,Juice,Credit Card,Jun,260.029584,0.0026002958400000004,26-35
USA,34.0,Female,Premium,2024-02-19,2024,2,7.0,1004.26283,Grocery,Pepsi,Water,PayPal,Feb,143.46611857142858,0.00100426283,26-35
UK,22.0,Male,Regular,2023-09-14,2023,9,9.0,3507.97708,Grocery,Coca-Cola,Soft Drink,Debit Card,Sep,389.7752311111111,0.00350797708,18-25
UK,26.0,Male,New,2023-08-17,2023,8,6.0,1185.613899,Electronics,Whirepool,Fridge,Credit Card,Aug,197.6023165,0.001185613899,26-35
Canada,34.0,Male,Premium,2024-01-27,2024,1,3.0,1046.61736,Grocery,Nestle,Coffee,Credit Card,Jan,348.87245333333334,0.00104661736,26-35
UK,37.0,Female,New,2023-09-21,2023,9,2.0,228.3504788,Grocery,Coca-Cola,Juice,Debit Card,Sep,114.1752394,0.0002283504788,36-50
USA,20.0,Male,New,2024-01-19,2024,1,1.0,441.727979,Electronics,Apple,Smartphone,Debit Card,Jan,441.727979,0.000441727979,18-25
Germany,22.0,Female,Regular,2023-06-29,2023,6,3.0,476.2528718,Clothing,Zara,Dress,Debit Card,Jun,158.75095726666666,0.00047625287179999995,18-25
Canada,46.0,Male,Premium,2023-06-20,2023,6,5.0,1338.606801,Home Decor,Bed Bath & Beyond,Kitchen,Debit Card,Jun,267.7213602,0.0013386068009999998,36-50
Canada,66.0,Male,Regular,2023-11-21,2023,11,9.0,3638.052728,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Cash,Nov,404.2280808888889,0.0036380527280000003,50+
UK,21.0,Male,Regular,2024-01-19,2024,1,10.0,1209.574522,Home Decor,Bed Bath & Beyond,Bedding,PayPal,Jan,120.95745219999999,0.0012095745219999998,18-25
Germany,58.0,Female,Regular,2024-02-17,2024,2,9.0,4103.798051,Electronics,Apple,Laptop,Credit Card,Feb,455.9775612222222,0.004103798051,50+
Australia,65.0,Male,New,2023-07-14,2023,7,8.0,2719.251352,Grocery,Nestle,Snacks,Credit Card,Jul,339.906419,0.002719251352,50+
USA,34.0,Female,Premium,2023-12-25,2023,12,7.0,1740.209257,Grocery,Pepsi,Water,Credit Card,Dec,248.60132242857142,0.001740209257,26-35
Australia,30.0,Female,Premium,2023-03-20,2023,3,10.0,1036.944632,Electronics,Samsung,Television,Debit Card,Mar,103.6944632,0.001036944632,26-35
USA,26.0,Male,Regular,2023-08-18,2023,8,7.0,2486.363735,Books,Penguin Books,Non-Fiction,PayPal,Aug,355.1948192857143,0.0024863637349999998,26-35
Canada,20.0,Female,New,2023-11-25,2023,11,7.0,1719.939562,Home Decor,Bed Bath & Beyond,Bathroom,Credit Card,Nov,245.70565171428572,0.0017199395620000001,18-25
USA,26.0,Male,Regular,2024-02-28,2024,2,9.0,402.0324311,Books,Random House,Non-Fiction,Debit Card,Feb,44.67027012222222,0.0004020324311,26-35
USA,20.0,Male,New,2023-10-25,2023,10,10.0,4356.554678,Books,Random House,Fiction,Credit Card,Oct,435.65546780000005,0.004356554678,18-25
Canada,46.0,Male,Premium,2024-02-28,2024,2,8.0,3661.864469,Electronics,Apple,Smartphone,Cash,Feb,457.733058625,0.003661864469,36-50
Australia,29.0,Male,New,2024-02-27,2024,2,3.0,1194.119654,Clothing,Zara,Shirt,Credit Card,Feb,398.0398846666667,0.001194119654,26-35
UK,19.0,Male,Regular,2023-04-23,2023,4,10.0,3736.88983,Clothing,Nike,Shoes,Cash,Apr,373.688983,0.00373688983,18-25
USA,52.0,Male,New,2023-08-26,2023,8,6.0,1571.349449,Electronics,Apple,Tablet,Cash,Aug,261.8915748333333,0.001571349449,50+
USA,20.0,Female,New,2023-09-20,2023,9,2.0,686.8430465,Books,Random House,Literature,PayPal,Sep,343.42152325,0.0006868430465000001,18-25
UK,46.0,Male,Regular,2023-07-22,2023,7,9.0,3858.322656,Books,HarperCollins,Thriller,PayPal,Jul,428.70251733333333,0.003858322656,36-50
UK,46.0,Male,Premium,2023-11-22,2023,11,1.0,137.1532587,Electronics,Sony,Headphones,PayPal,Nov,137.1532587,0.0001371532587,36-50
USA,34.0,Female,Premium,2023-08-14,2023,8,10.0,323.0505334,Grocery,Nestle,Chocolate,Cash,Aug,32.30505334,0.0003230505334,26-35
USA,18.0,Male,New,2023-08-20,2023,8,3.0,344.4557598,Clothing,Adidas,T-shirt,Credit Card,Aug,114.8185866,0.0003444557598,
Germany,37.0,Male,New,2024-02-23,2024,2,6.0,2631.198898,Clothing,Zara,Jeans,Cash,Feb,438.5331496666667,0.0026311988980000003,36-50
Canada,26.0,Male,Regular,2024-01-22,2024,1,1.0,490.0123186,Electronics,Whirepool,Fridge,Debit Card,Jan,490.0123186,0.0004900123186,26-35
USA,56.0,Female,New,2023-09-24,2023,9,8.0,1465.004936,Books,Random House,Fiction,Credit Card,Sep,183.125617,0.001465004936,50+
USA,23.0,Female,Regular,2023-03-17,2023,3,6.0,2129.497861,Home Decor,IKEA,Furniture,Debit Card,Mar,354.9163101666666,0.0021294978609999998,18-25
UK,65.0,Male,Regular,2023-08-28,2023,8,2.0,921.0812291,Clothing,Adidas,T-shirt,Cash,Aug,460.54061455,0.0009210812291,50+
USA,26.0,Male,Regular,2023-11-22,2023,11,7.0,1573.548403,Grocery,Nestle,Coffee,Credit Card,Nov,224.792629,0.001573548403,26-35
Australia,46.0,Male,Regular,2024-01-28,2024,1,4.0,1264.630289,Electronics,Apple,Smartphone,Credit Card,Jan,316.15757225,0.001264630289,36-50
USA,69.0,Male,Regular,2023-08-25,2023,8,9.0,4122.431775,Grocery,Nestle,Chocolate,Credit Card,Aug,458.047975,0.004122431775,50+
USA,35.0,Female,New,2023-07-20,2023,7,4.0,481.0360374,Electronics,Apple,Tablet,Credit Card,Jul,120.25900935,0.0004810360374,26-35
